opis_id,name,address,city,state,rack_id,retail_price,latitude,longitude,geocode_quality
70950,QUARLES #4807,I-40 EXIT 203,Kernersville,NC,65,3.199,36.08438,-80.06936,INTERSECTION
70976,QUARLES #4827,I-40 EXIT 203,Kernersville,NC,65,3.199,36.08438,-80.06936,INTERSECTION
61598,Shell,SR-41,Hemingway,SC,245,3.199,33.75479,-79.44717,STREET
70391,MACH 1 #12,I-57 EXIT 65,West Frankfort,IL,510,3.199,37.90124,-88.94658,INTERSECTION
72247,SEVEN MART,I-20 & SR-17,Delhi,LA,719,3.199,32.47176,-91.49242,STREET
72538,Petro-Card 24 #910670,SR-51,Qulin,MO,275,3.199,36.54455,-90.24831,STREET
71926,QUIKTRIP #186,SR-150,Grandview,MO,400,3.199,38.85749,-94.5085,STREET
72486,QUIKTRIP #4216,"I-70 & SR-79, EXIT 304",Bennett,CO,800,3.199,39.75584,-104.42903,ADDRESS
71970,BLUE BIRD 3 EXPRESS,"US-78, EXIT 1",Olive Branch,MS,435,3.199,34.97941,-89.86727,INTERSECTION
65445,QWIK CHEQUE,US-70 & SR-37,Idabel,OK,253,3.199,33.8956,-94.87497,ADDRESS
6976,MOASIS TRUCK CENTER,US-41,Little Chute,WI,444,3.199,44.27997,-88.31799,CITY
6975,TRUCKERS INN STOP,"I-90/I-94, EXIT 132 & US-51",De Forest,WI,420,3.199,43.18171,-89.32823,INTERSECTION
73016,PARKERS #112,SR 67,Statesboro,GA,195,3.199,32.42317,-81.77419,STREET
72382,EXXPRESS MART #4,SR-105,Beaumont,TX,610,3.199,30.13333,-94.17625,STREET
73018,Smart Stop Travel Center,US 271 & SR 37,Bogata,TX,723,3.199,33.47435,-95.21976,ADDRESS
67686,CASEYS #2956,"I-315/US-81, EXIT 40",Hesston,KS,570,3.199,38.14761,-97.42109,INTERSECTION
67906,ON THE GO,SR-239,Prescott,KS,400,3.199,38.06621,-94.693,STREET
63456,SHELL,"I-85, EXIT 61",Petersburg,VA,180,3.20066666,37.18213,-77.49249,INTERSECTION
7416,GOOD TO GO #40,"I-65, EXIT 215 & SR-114",Rensselaer,IN,290,3.20066666,40.93359,-87.14579,ADDRESS
69339,SPEEDWAY #9383,"I-75, EXIT 29 & SR-63",Monroe,OH,300,3.20233333,39.44009,-84.33922,ADDRESS
63741,SHELL,"I-295, EXIT 15",Chester,VA,180,3.20233333,37.35562,-77.33715,POINT
70325,KWIK STAR #927,US-169 & US-169 BUS/US-20 BUS,Fort Dodge,IA,433,3.20233333,42.5018,-94.19734,ADDRESS
70346,Kwik Star #924,SR-17 & US-20 EXIT 140,Webster City,IA,433,3.20233333,42.44899,-93.82317,INTERSECTION
70297,KWIK STAR #509,SR-169 & BUS-20,Fort Dodge,IA,433,3.20233333,42.50453,-94.17079,ADDRESS
73061,Circle K #2709045,"US-62 & SR-375, EXIT 39",El Paso,TX,640,3.20233333,31.75586,-106.48528,ADDRESS
70717,Certified Oil #400491,I-270 EXIT 52,Columbus,OH,315,3.20233333,39.87422,-82.99785,INTERSECTION
1342,Delta,"I-80, EXIT 47B",Fairfield,NJ,115,3.20233333,38.2763,-122.04738,INTERSECTION
71450,MAVERIK COUNTRY STORE #664,I-25 EXIT 203,Los Lunas,NM,580,3.20233333,34.811,-106.76241,INTERSECTION
68815,LOVES TRAVEL STOP #471,"I-35, EXIT 127 & FM-471",Natalia,TX,740,3.203,29.15343,-98.87337,POINT
7768,BIG D #30,"I-25/US-87, EXIT 9 & I-80, EXIT 359C & I-80 BUS/US-30",Cheyenne,WY,795,3.204,41.13435,-104.81098,ADDRESS
70785,CIRCLE K #2705347,"I-77, EXIT 5 & SR-48",Columbia,SC,135,3.204,33.94932,-80.99517,POINT
65608,ZIP TRIP #81,"I-29, EXIT 62 & US-18",Lennox,SD,530,3.204,43.25785,-96.86093,STREET
7293,TA Matthews Travel Center,"I-55, EXIT 58 & SR-80",Matthews,MO,574,3.20566666,36.7593,-89.53885,INTERSECTION
71643,Pilot #1319,I-35 Exit 30,Alvarado,TX,630,3.20566666,32.46076,-97.26358,INTERSECTION
680,TA EXPRESS SUMMIT,"I-29, EXIT 207 & US-12",Summit,SD,566,3.20566666,45.31908,-97.05166,POINT
1176,PILOT TRAVEL CENTERS #353,"I-75, EXIT 129",Georgetown,KY,410,3.20566666,38.27216,-84.55599,INTERSECTION
64949,PETES #36,US- 54 & US-169,Iola,KS,400,3.20566666,37.922,-95.34138,ADDRESS
52652,PILOT TRAVEL CENTERS #47,"I-275, EXIT 129",Georgetown,KY,410,3.20566666,36.08812,-79.5046,ADDRESS
71361,ALLSUPS CONVENIENCE STORE #2358,US-277/US-87,Wall,TX,612,3.20566666,31.37312,-100.24775,STREET
64535,FLYING J TRAVEL PLAZA #628,"I-85, EXIT 160",Carnesville,GA,16,3.20566666,34.34493,-83.32267,INTERSECTION
70460,ALLSUPS CONVENIENCE STORE #2371,US-87,San Angelo,TX,612,3.20566666,31.48694,-100.46591,STREET
63619,PILOT TRAVEL CENTERS #428,"I-20, EXIT 112",West Monroe,LA,760,3.20566666,32.51081,-92.19563,INTERSECTION
72402,HAN DEE HUGOS #5,SR-410 & SR-211,Bladenboro,NC,63,3.20566666,34.53914,-78.78764,INTERSECTION
71264,MAVERIK COUNTRY STORE #649,I-25/US-85 EXIT 220 & SR-500,Albuquerque,NM,580,3.20566666,35.02682,-106.65375,ADDRESS
7655,LOVES TRAVEL STOP #253,I-40 EXIT 7 & SR 30,Erick,OK,483,3.20566666,35.22616,-99.87573,INTERSECTION
64569,LOVES TRAVEL STOP #624,"I-65, EXIT 8B",Mobile,AL,715,3.20566666,30.71545,-88.12069,STREET
71490,LOVES TRAVEL STOP #818,"I-20, EXIT 205 & SR-46",Heflin,AL,615,3.20733333,33.46662,-85.59668,ADDRESS
7228,MAVERIK COUNTRY STORE #638,"I-40, EXIT 159D & I-25/US-85, EXIT 227",Albuquerque,NM,580,3.20733333,35.08423,-106.64905,CITY
70578,COMMON CENTS #125,"I-90/US-14, EXIT 61",Rapid City,SD,506,3.20733333,44.09955,-103.15675,INTERSECTION
4927,CIRCLE K #2704886,"I-65, EXIT 205 & US-31/SR-22",Clanton,AL,720,3.20733333,32.83938,-86.6312,ADDRESS
63813,TA SAN ANTONIO TRAVELCENTER,"I-10 & FOSTER RD, EXIT 583",San Antonio,TX,740,3.20733333,29.4299,-98.36071,ADDRESS
68417,7-ELEVEN #42072,"I-20, EXIT 599/SR-281",Longview,TX,766,3.20733333,32.44538,-94.7189,ADDRESS
61102,FAST LANE #54,US-63,Columbia,MO,310,3.20733333,38.88889,-92.26771,STREET
6755,PETRO STOPPING CENTER #326,"I-40, EXIT 161 & SR-391",North Little Rock,AR,695,3.20733333,34.74539,-92.12828,ADDRESS
67092,SPEEDWAY #8288,US-64 & SR-149,Plymouth,NC,177,3.20733333,35.83532,-76.76593,INTERSECTION
4156,PETRO STOPPING CENTER #305,"I-10, EXIT 582",San Antonio,TX,740,3.20733333,29.46787,-98.28501,STREET
559,SHELL MORGAN ROAD TRUCK STOP,"I-40, EXIT 142",Maumelle,AR,695,3.20733333,34.88285,-92.37661,INTERSECTION
71736,Racetrac #2312,US-41/SR-92,Acworth,GA,18,3.209,34.06059,-84.72199,INTERSECTION
72266,SHELL SERVICE STATION,I-65 Exit 14 & US-64,Pulaski,TN,655,3.209,35.19689,-87.03219,ADDRESS
5901,ROTHSAY TRUCK STOP,"I-94, EXIT 38",Rothsay,MN,341,3.209,46.48454,-96.2847,INTERSECTION
66562,TA EXPRESS FAIR PLAY,"I-85, EXIT 4",Fair Play,SC,16,3.209,34.50506,-82.96774,INTERSECTION
20011,CUBBYS #111,US-81,Norfolk,NE,470,3.209,42.02203,-97.42649,STREET
4446,LOVES TRAVEL STOP #200,I-40 EXIT 74,Amarillo,TX,585,3.209,35.23962,-101.61945,ADDRESS
71140,BP,"I-94, EXIT 267 & SR-26, EXIT 30",Jefferson,WI,420,3.209,30.48636,-84.03043,POINT
63648,CIRCLE K #2723333,"I-75, EXIT 216",Mcdonough,GA,67,3.209,33.41446,-84.16548,INTERSECTION
72531,PETRO-CARD 24 #910040,US-60 BUS,Aurora,MO,416,3.209,36.9481,-93.73013,STREET
71143,CASEYS #3904,SR-141,Manning,IA,319,3.209,41.90669,-95.06621,STREET
2862,TA TALLULAH TRAVEL CENTER,"I-20, EXIT 171 & US-65",Tallulah,LA,760,3.209,32.32106,-90.96623,POINT
65059,ROYAL FARMS #111,"I-95, EXIT 57",Baltimore,MD,22,3.209,39.267,-76.60363,STREET
64723,CASHS #4470,US-65,Dumas,AR,655,3.209,33.87592,-91.48205,STREET
63601,PILOT TRAVEL CENTERS #206,"I-20, EXIT 406",Weatherford,TX,630,3.209,32.73077,-97.78254,ADDRESS
66923,LOVES TRAVEL STOP #765,"I-85, EXIT 147",Commerce,GA,16,3.21066666,34.22977,-83.49992,INTERSECTION
72492,CIRCLE K #2709098,US 85,Greeley,CO,800,3.21066666,,,
69797,KWIK TRIP #149,US-10,Saint Cloud,MN,451,3.21066666,45.5617,-94.13375,STREET
64423,PILOT #568,"I-35, EXIT 140",Von Ormy,TX,740,3.21066666,29.27679,-98.67235,INTERSECTION
72497,ROAD RANGER #290,"I-44, Exit 13",Joplin,MO,277,3.21233333,37.06801,-94.40723,INTERSECTION
52364,PILOT TRAVEL CENTERS #335,"I-20 & SR-137, EXIT 138",Rayville,LA,760,3.21233333,32.55846,-91.75969,ADDRESS
71463,ALLSUPS CONVENIENCE STORE #2146,SR-18,Hobbs,NM,593,3.21233333,32.6367,-103.1276,STREET
63379,Petro Stopping Center #460,"I-70, EXIT 28",Oak Grove,MO,400,3.21233333,39.0162,-94.13256,INTERSECTION
65969,PILOT #1105,SR-29 & SR-182,Bunkie,LA,730,3.21233333,30.78874,-92.18011,INTERSECTION
70706,BIG APPLE TRAVEL CENTER,I-44/US-71,Joplin,MO,416,3.21233333,37.03448,-94.51756,STREET
67329,LOVES TRAVEL STOP #387,"I-85, EXIT 4",Fair Play,SC,16,3.21233333,34.50506,-82.96774,INTERSECTION
68339,LOVES TRAVEL STOP #464,"I-10, EXIT 523 & US-87",Comfort,TX,740,3.21233333,29.98465,-98.91536,POINT
68738,CASEYS #2316,US-136/SR-5 & SR-5,Unionville,MO,320,3.214,40.47729,-93.00907,ADDRESS
72973,PETE'S 49,US-166 & US-169,Coffeyville,KS,307,3.214,37.04072,-95.59504,INTERSECTION
20109,PILOT TRAVEL CENTERS #306,"I-10, EXIT 582",San Antonio,TX,740,3.214,29.46787,-98.28501,STREET
20024,LOVES TRAVEL STOP #259,"I-10 & AIRPORT RD, EXIT 132",Las Cruces,NM,640,3.214,32.2715,-106.92526,INTERSECTION
7533,TA WILDWOOD TRAVEL CENTER,"I-75, EXIT 329 & SR-44",Wildwood,FL,225,3.214,28.87516,-82.09774,ADDRESS
65005,USA TRAVEL CENTER,"I-20, EXIT 103/US-80",Calhoun,LA,719,3.21566666,32.51995,-92.33523,POINT
67839,EL TIGRE FOOD STORE #13,SR-336,Hidalgo,TX,639,3.21566666,26.10649,-98.25063,STREET
61843,KWIK TRIP #332,SR-33,Horicon,WI,444,3.21566666,43.45157,-88.63118,STREET
71107,SPARKYS ONE STOP,"US-20, EXIT 96 & SR-4",Rockwell City,IA,343,3.21566666,42.44997,-94.66201,INTERSECTION
67732,Quik Pik,US-275 & SR-9,West Point,NE,470,3.21566666,41.86096,-96.71098,INTERSECTION
3843,ONCUE EXPRESS #61,"I-35, EXIT 185 & US-77",Perry,OK,500,3.21566666,36.40461,-97.32719,POINT
66470,CIRCLE K #9068,"I-65, EXIT 181",Millbrook,AL,720,3.21566666,32.48632,-86.40686,INTERSECTION
64020,LEEBOS # 9,"I-49, EXIT 90",Alexandria,LA,730,3.21566666,31.34812,-92.52506,INTERSECTION
72189,MARATHON,I-75 & CR-20,Middletown,OH,317,3.21566666,39.58235,-84.54905,STREET
9887,7-ELEVEN #40354,"I-95, EXIT 173",Palm Bay,FL,140,3.21566666,28.00334,-80.63406,INTERSECTION
1391,ONCUE EXPRESS #2045,"I-35, EXIT 203 & SR-15",Billings,OK,500,3.21566666,36.53508,-97.44265,ADDRESS
64048,Pilot #1439,"I-10, Exit 151",Port Allen,LA,600,3.21566666,30.45294,-91.21197,ADDRESS
6214,PIONEER Travel Plaza,"I-41, EXIT 60 & SR-145",Richfield,WI,444,3.21566666,43.27908,-88.19137,INTERSECTION
71223,SCOOBA JUNCTION,US-45 & SR-16,Scooba,MS,705,3.21566666,32.83088,-88.46245,INTERSECTION
4872,TA COMMERCE TRAVEL CENTER,"I-85, EXIT 149 & US-441",Commerce,GA,16,3.21566666,34.25318,-83.46584,POINT
68653,KWIK TRIP #679,"I-43, EXIT 128 & SR-42",Sheboygan,WI,444,3.21566666,43.78992,-87.76409,INTERSECTION
69818,LOVES TRAVEL STOP #675,US-75,Okmulgee,OK,560,3.21733333,35.63504,-95.96196,STREET
20049,LOVES TRAVEL STOP #263,"I-44, EXIT 45 & SR-49",Lawton,OK,569,3.21733333,34.70719,-98.39535,INTERSECTION
4417,TA MORIARITY TRAVEL CENTER,"I-40, EXIT 194",Moriarty,NM,580,3.21733333,35.01699,-106.07623,ADDRESS
71105,SHEPHERD 700,US-64 & CR-450,Alva,OK,337,3.219,36.79767,-98.66399,ADDRESS
63608,ROAD RANGER #206,US-20,Winnebago,IL,520,3.219,42.28036,-89.23127,STREET
71271,MAVERIK COUNTRY STORE #672,SR-69,Dewey,AZ,930,3.219,34.53621,-112.24505,STREET
67637,Power Gas & Truck Stop,US-1/US-9/US-46 & SR-5,Palisades Park,NJ,115,3.219,40.84275,-74.00132,ADDRESS
67795,ROAD RANGER #263,"I-80, EXIT 93",Ottawa,IL,520,3.219,41.37684,-88.78432,INTERSECTION
72044,Maverik Country Store #709,I-40 Exit 163,Williams,AZ,930,3.219,35.2511,-112.18838,ADDRESS
69995,PILOT EXPRESS #1178,"I-10, EXIT 273",Tucson,AZ,980,3.219,32.08369,-110.80913,INTERSECTION
72170,STRIPES # 41977,"I-2, EXIT 168",La Feria,TX,639,3.219,26.16035,-97.82538,ADDRESS
67844,UNCLE WILLIES #1288,US-13,Felton,DE,243,3.219,39.02137,-75.5649,STREET
5579,SAPP BROS TRAVEL CENTER,US-30,Columbus,NE,486,3.219,41.43845,-97.31801,STREET
52307,CASEYS #3002,SR-60 & SR-30/SR-4,Saint James,MN,425,3.219,43.98249,-94.62864,ADDRESS
68308,PINECONE TRAVEL PLAZA,"I-94, EXIT 267",Johnson Creek,WI,420,3.219,43.08697,-88.7561,INTERSECTION
65800,BP,US-45,Kewaskum,WI,444,3.219,43.51749,-88.22632,STREET
3227,MR FUEL DBA ONE9 #64,"I-26 & US-17, EXIT 199",Summerville,SC,42,3.219,33.02144,-80.1741,ADDRESS
63609,ROAD RANGER #203,US-20 & SR-2,Rockford,IL,520,3.219,42.2197,-89.05909,STREET
69047,SPEEDWAY #7461,I-294 & SR-50/SR-31,Alsip,IL,293,3.219,41.66551,-87.74885,STREET
52601,LOVES TRAVEL STOP #236,"I-40, EXIT 161 & SR-391",North Little Rock,AR,695,3.22066666,34.74539,-92.12828,ADDRESS
63791,PILOT TRAVEL CENTERS #432,"I-35, EXIT 328",Waco,TX,765,3.22066666,31.55149,-97.12198,ADDRESS
71399,Loves Travel Stop #809,"I-70 & MO Hwy D, Exit 31",Bates City,MO,400,3.22066666,38.9167,-94.05788,ADDRESS
69474,LOVES TRAVEL STOP #577,"I-85, EXIT 22",Shorter,AL,720,3.22066666,32.40513,-85.96153,INTERSECTION
67235,FLYING J TRAVEL PLAZA #507,I-35,Jarrell,TX,765,3.22066666,30.80054,-97.61763,STREET
64537,FLYING J TRAVEL PLAZA #739,"I-35, EXIT 330B",Waco,TX,765,3.22066666,31.55146,-97.122,ADDRESS
6742,Holiday #3810,"I-94/US-52, EXIT 178 & SR-24",Clearwater,MN,453,3.22066666,45.41363,-94.06205,INTERSECTION
7291,TA OAK GROVE TRAVEL CENTER,"I-70, EXIT 28",Oak Grove,MO,400,3.22233333,39.0162,-94.13256,INTERSECTION
73085,Loves Travel Stop #550,I-75 EXIT 13,Valdosta,GA,982,3.22233333,30.78362,-83.2987,INTERSECTION
7617,TUCSON TRUCK TERMINAL,"I-10, EXIT 268",Tucson,AZ,980,3.22233333,32.1286,-110.88067,INTERSECTION
66135,CIRCLE K #2721592,"I-10, EXIT 5 & US-90 ALT",Pensacola,FL,155,3.22233333,30.53227,-87.33082,POINT
66134,CIRCLE K #2721591,"I-10, EXIT 10 & US-29/SR-95",Pensacola,FL,155,3.22233333,30.53313,-87.27442,ADDRESS
52618,PILOT TRAVEL CENTERS #63,"I-85, EXIT 35",Piedmont,SC,30,3.22233333,34.70598,-82.5005,INTERSECTION
1858,FLYING J TRAVEL PLAZA #737,"I-10, EXIT 583",San Antonio,TX,740,3.224,29.40121,-98.46511,STREET
63581,CASEYS #4453,"I-75, EXIT 120",Lexington,KY,410,3.224,38.13991,-84.5296,INTERSECTION
68979,MAVERIK COUNTRY STORE #478,"I-40, EXIT 286 & SR-77",Holbrook,AZ,930,3.224,34.90255,-110.15839,ADDRESS
69814,Allsup's #2454,US-87 & SR-163,Sterling City,TX,612,3.224,31.83315,-100.99219,ADDRESS
71872,KWIK STAR #1189,"I-80, EXIT 110",De Soto,IA,320,3.224,41.53962,-94.01722,INTERSECTION
71506,KWIK STAR #1165,SR-60,Sibley,IA,433,3.224,43.43845,-95.71327,STREET
63894,CIRCLE K #2723653,"I-75, EXIT 124",Cartersville,GA,193,3.224,34.22391,-84.49474,ADDRESS
591,TA Concordia Travel Plaza,"I-70, EXIT 58 & SR-23",Concordia,MO,400,3.22566666,38.98985,-93.56766,ADDRESS
67792,CUBBYS #113,US-20/US-275,Oneill,NE,470,3.22566666,42.45049,-98.62804,INTERSECTION
4620,PILOT TRAVEL CENTERS #95,"I-75, EXIT 329 & SR-44",Wildwood,FL,225,3.22566666,28.87516,-82.09774,ADDRESS
71083,SPRINT FOOD #701,US-78,Augusta,GA,195,3.22566666,33.44695,-82.03128,STREET
7959,SPF #45,"I-25/US-87, EXIT 7 & US-212",Cheyenne,WY,795,3.22566666,41.10234,-104.80071,ADDRESS
72735,7-Eleven #41376,I-26 Exit 154B,Orangeburg,SC,42,3.22566666,33.45799,-80.72998,INTERSECTION
70757,CASEYS #3811,US-69,McAlester,OK,560,3.22566666,34.84021,-95.83344,STREET
70493,LOVES TRAVEL STOP #759,US-63/SR-11,Hazen,AR,695,3.22566666,34.77752,-91.5502,INTERSECTION
65026,TA ST Rose #06480,US-61,Saint Rose,LA,725,3.22566666,29.97231,-90.3074,STREET
67627,PILOT #4556,"I-75, EXIT 329",Wildwood,FL,225,3.22566666,28.87995,-82.09302,INTERSECTION
7323,TRUCKERS INN,"I-94/US-52, EXIT 127 & US-71",Sauk Centre,MN,453,3.22566666,45.74279,-94.95206,ADDRESS
72723,ONE9 #1362,"I-40, EXIT 253",Winslow,AZ,930,3.22566666,35.02392,-110.69956,ADDRESS
67566,CIRCLE K,"HWYY 407, EXIT 48",Mississauga,ON,720,3.22688923,43.56986,-79.78745,STREET
4920,TA LAPLACE,"I-10, EXIT 209 & US-5",La Place,LA,600,3.22733333,30.08721,-90.43658,POINT
9554,BIG D OIL #2,US-85 & US-34,Belle Fourche,SD,506,3.22733333,44.67889,-103.85366,ADDRESS
9550,Mauston Interstate BP,"I-90/I-94, EXIT 69 & SR-82",Mauston,WI,420,3.22733333,43.79674,-90.07129,ADDRESS
64777,4 POINTS MARKET,US-441/SR-7 & SR-804,Boynton Beach,FL,95,3.229,26.55732,-80.20589,INTERSECTION
3167,JASPER FOOD MART,US-78,Jasper,AL,615,3.229,33.82843,-87.31789,STREET
67090,LOVES TRAVEL STOP #373,US-69 & PLATTER RD,Calera,OK,253,3.229,33.91053,-96.46001,INTERSECTION
66122,ROAD RANGER #139,"I-57, EXIT 212",Tuscola,IL,280,3.229,39.7909,-88.26471,INTERSECTION
2977,DISCOUNT FUEL,"I-90, EXIT 150 & SR-73",Kadoka,SD,506,3.229,43.8427,-101.52549,ADDRESS
70271,CASEYS #1160,US-20,Plainview,NE,470,3.229,42.3508,-97.79401,STREET
72515,PETRO-CARD 24 #910520,US-54BUS,Mexico,MO,310,3.229,39.14841,-91.84388,STREET
67764,NINNEKAH TRUCK STOP,US-277/US-81 & SR-19,Ninnekah,OK,483,3.229,34.95678,-97.95232,INTERSECTION
65339,US GAS & DIESEL,US-46,Ridgefield,NJ,115,3.229,40.84399,-74.00714,STREET
70069,CASEYS #3486,"I-49, EXIT 159",Harrisonville,MO,400,3.229,38.64816,-94.36399,INTERSECTION
71142,LOVES TRAVEL STOP #775,US-20 & SR-2,Rockford,IL,520,3.229,42.2197,-89.05909,STREET
72754,RACETRAC #2495,US 41 & US 19,Griffin,GA,85,3.229,33.20546,-84.28894,STREET
69938,MAVERIK COUNTRY STORE #388,US-60 & SR-77,Show Low,AZ,930,3.229,34.25064,-110.04321,ADDRESS
289,LOVES TRAVEL STOP #173,"I-70, MM 209",Lawrence,KS,553,3.229,39.0072,-95.16405,STREET
70438,BREAU BRIDGE TRUCKSTOP AND CASINO,SR-94,Breaux Bridge,LA,730,3.229,30.2731,-91.92234,STREET
69183,SPEEDWAY #7611,"I-71, EXIT 65 & SR-435",Jeffersonville,OH,315,3.229,39.62203,-83.60357,INTERSECTION
69380,CASEYS #2967,SR-43 & SR-2,Bennet,NE,413,3.229,40.68916,-96.50665,ADDRESS
6859,PRIME STOP,US-81,Norfolk,NE,470,3.229,42.02203,-97.42649,STREET
69169,LAMBOS #5,"I-57, EXIT 212 & SR-36/CR-950",Tuscola,IL,280,3.229,39.79163,-88.2897,ADDRESS
52611,STRIPES #40530,SR-239,Del Rio,TX,740,3.229,29.68312,-101.17319,ADDRESS
69091,SPEEDWAY #6670,US-36/SR-67,Indianapolis,IN,375,3.229,39.84905,-86.00084,STREET
71421,FLYERS #3236,"SR 601, Exit 22",El Paso,TX,640,3.229,31.75916,-106.48749,CITY
77,OASIS TRAVEL PLAZA,US-13,Laurel,DE,243,3.229,38.55094,-75.55621,STREET
9451,TA BETO JUNCTION TRAVEL CENTER,"I-35, EXIT 155 & US-75",Lebo,KS,336,3.23066666,38.42821,-95.72859,INTERSECTION
20079,PETRO KINGSTON SPRINGS #349,"I-40, EXIT 188",Kingston Springs,TN,460,3.23233333,36.08288,-87.10149,INTERSECTION
3530,SPARKYS ONE STOP #22,"I-35, EXIT 111B & US-30",Jefferson,IA,320,3.23233333,29.96212,-94.0019,ADDRESS
2223,PO JOS GAS N GO,"I-16 SR-404, EXIT 116 & US-301/SR-73",Register,GA,195,3.23233333,32.26539,-81.87338,ADDRESS
10150,PILOT TRAVEL CENTERS #300,"I-12, EXIT 40",Hammond,LA,725,3.23233333,34.16514,-118.15166,ADDRESS
63722,LOVES TRAVEL STOP #240,"I-10, EXIT 151 & SR-415",Port Allen,LA,600,3.23233333,30.45178,-91.24586,ADDRESS
71197,ASAP GENERAL STORE #304,US-60/SR-51 & US-283,Arnett,OK,483,3.23233333,36.13487,-99.77233,ADDRESS
69322,SHELL SERVICE STATION,"I-10, EXIT 828 & SR-73",Winnie,TX,610,3.23233333,29.82553,-94.33103,ADDRESS
69144,STRIPES 7FLEET #42530,SR-71 & SR-16,Llano,TX,740,3.23233333,30.73823,-98.67669,INTERSECTION
69165,EL TIPI QUICK STOP,US-283 & SR-15,Shattuck,OK,337,3.23233333,36.27606,-99.88156,INTERSECTION
72546,MFA OIL #2028,SR-53,Poplar Bluff,MO,275,3.23233333,36.6901,-90.34993,STREET
69648,BP-GIANT OIL #440,"I-71, EXIT 204 & SR-83",Burbank,OH,249,3.23233333,40.98689,-81.99486,ADDRESS
67935,CIRCLE K #2707610,"I-10, EXIT 26",Milton,FL,155,3.23233333,30.56679,-87.03529,INTERSECTION
69842,KUM & GO #0863,"I-44, EXIT 215 & SR-97",Sapulpa,OK,560,3.23233333,35.99573,-96.11409,ADDRESS
67755,BLUE WATER #12,"I-526, EXIT 23",Charleston,SC,42,3.23233333,32.87693,-79.92853,INTERSECTION
72466,Holbrook Cardlock,I-40 EXIT 285,Holbrook,AZ,930,3.23233333,34.90254,-110.15839,ADDRESS
67431,SPARKYS ONE STOP #32,I-30 & CR 33,Carroll,IA,320,3.23233333,41.90926,-94.82214,ADDRESS
292,PETES #56,US-169 & CR-5000,Cherryvale,KS,307,3.23233333,37.2688,-95.56737,STREET
71641,76,I-17,Phoenix,AZ,930,3.23233333,33.64272,-112.11554,STREET
187,DUDLEYS CORNER,"I-35, EXIT 165 & SR-3",Latimer,IA,433,3.23233333,42.74543,-93.39991,INTERSECTION
1516,LOVES TRAVEL STOP #261,I-27 EXIT 116,Amarillo,TX,585,3.23233333,35.18474,-101.84069,ADDRESS
69005,SPEEDWAY #1017,"I-70, EXIT 186 & SR-285",Lore City,OH,315,3.23233333,39.98372,-81.4593,ADDRESS
7798,CIRCLE K #2745100,"I-95, EXIT 7",Woodbine,GA,75,3.23233333,30.84316,-81.67046,INTERSECTION
160,PILOT TRAVEL CENTERS #79,"I-12, EXIT 10 AT MILE 10",Denham Springs,LA,600,3.23233333,30.4563,-90.95177,INTERSECTION
64881,SPARKYS ONE STOP #16,US-71 & SR-3,Storm Lake,IA,527,3.23233333,42.74879,-95.15118,INTERSECTION
71214,MAVERIK #5317,"I-76, EXIT 22",Brighton,CO,800,3.234,39.96951,-104.75417,INTERSECTION
63607,ROAD RANGER #209,"I-90/94, EXIT 48",Oakdale,WI,420,3.234,43.96378,-90.38179,INTERSECTION
66862,LOVES TRAVEL STOP #330,I-40 EXIT 280 & SR-56,Baxter,TN,460,3.234,36.13898,-85.62891,ADDRESS
67404,Meskwaki Travel Plaza,HIGHWAY 30 E,Tama,IA,486,3.234,41.98232,-92.57425,STREET
71202,QUIKTRIP #1181,"I-26, EXIT 154B & US-301",Orangeburg,SC,42,3.23566666,33.45564,-80.72706,POINT
63768,PILOT TRAVEL CENTERS #443,"I-70, EXIT 49",Higginsville,MO,400,3.23566666,39.00085,-93.73884,INTERSECTION
61333,46 GAS AND TRUCK STOP,US-46,Palisades Park,NJ,115,3.23566666,40.8426,-74.00086,STREET
4164,CIRCLE K #2723897,"I-75, EXIT 138",Thomasville,GA,20,3.23566666,30.81665,-83.73946,ADDRESS
72396,RACETRAC #2624,US-1,Marathon,FL,95,3.23566666,24.72896,-81.03629,STREET
67736,SPEEDWAY #9855,I-10 EXIT 49,Fabens,TX,640,3.23566666,31.5087,-106.1504,CITY
70050,KWIK TRIP #124,US-51,De Forest,WI,420,3.23566666,43.28825,-89.32476,STREET
69877,LOVES TRAVEL STOP #669,US-61 & SR-19,New London,MO,345,3.23566666,39.59484,-91.40652,STREET
69799,MAVERIK COUNTRY STORE #387,"I-40, EXIT 253",Winslow,AZ,930,3.23566666,35.02392,-110.69956,ADDRESS
4582,BIG CHIEF TRUCK STOP,"I-94/US-52, EXIT 61 & US-59/CR-82",Fergus Falls,MN,250,3.23566666,46.1953,-96.01929,INTERSECTION
52458,PILOT TRAVEL CENTER #332,"I-40, EXIT 161 & SR-391",North Little Rock,AR,695,3.237,34.74539,-92.12828,ADDRESS
20118,KWIK TRIP #648,"I-94, EXIT 116 & SR-54",Black River Falls,WI,395,3.23733333,44.2943,-90.83705,ADDRESS
66612,STOP N GO #1709,"I-94, EXIT 105",Hixton,WI,295,3.23733333,44.38859,-91.00608,INTERSECTION
69976,KWIK TRIP #583,"I-94, EXIT 89 & SR-23",Wisconsin Dells,WI,420,3.23733333,43.62744,-89.78329,ADDRESS
67202,KWIK TRIP #328,US-53 & SR-95,Blair,WI,295,3.23733333,44.30156,-91.26743,INTERSECTION
